Monk_Tone,R,G,B
monk_9,168,133,127
monk_9,192,182,173
monk_9,182,169,161
monk_9,194,181,172
monk_9,85,72,66
monk_9,240,231,226
monk_9,230,217,209
monk_9,238,231,223
monk_9,66,112,138
monk_9,187,198,202
monk_9,219,232,241
monk_9,169,171,166
monk_9,99,71,67
monk_9,87,85,86
monk_9,168,178,190
monk_9,97,90,84
monk_9,0,0,0
monk_9,200,191,184
monk_9,185,172,164
monk_9,192,182,173
monk_9,145,124,119
monk_9,148,148,148
monk_9,172,177,181
monk_9,108,98,89
monk_9,3,1,2
monk_9,70,40,32
monk_9,216,139,111
monk_9,200,128,103
monk_9,116,77,72
monk_9,69,35,36
monk_9,213,141,116
monk_9,223,155,132
monk_9,63,34,30
monk_9,146,93,79
monk_9,227,155,130
monk_9,225,158,132
monk_9,30,19,17
monk_9,237,228,221
monk_9,224,211,202
monk_9,238,229,222
monk_9,177,209,234
monk_9,209,188,169
monk_9,192,169,151
monk_9,210,187,169
monk_9,78,50,39
monk_9,236,226,217
monk_9,223,210,201
monk_9,239,230,221
monk_9,114,182,227
monk_9,192,184,173
monk_9,190,177,168
monk_9,198,185,176
monk_9,44,31,25
monk_9,206,197,188
monk_9,196,186,177
monk_9,217,208,201
monk_9,160,143,151
monk_9,215,204,200
monk_9,202,191,187
monk_9,229,220,213
monk_9,181,196,215
monk_9,235,228,222
monk_9,225,212,204
monk_9,238,229,222
monk_9,184,239,255
monk_9,213,139,114
monk_9,220,146,119
monk_9,228,161,135
monk_9,0,0,0
monk_9,185,196,198
monk_9,237,246,253
monk_9,162,163,158
monk_9,0,0,0
monk_9,191,181,172
monk_9,189,176,168
monk_9,190,180,171
monk_9,127,93,83
monk_9,187,198,204
monk_9,217,230,238
monk_9,172,173,168
monk_9,35,21,18
monk_9,202,186,173
monk_9,181,163,151
monk_9,208,190,176
monk_9,64,49,42
monk_9,189,199,201
monk_9,235,246,252
monk_9,163,162,157
monk_9,25,17,14
monk_9,88,53,49
monk_9,209,143,121
monk_9,223,162,143
monk_9,48,34,33
monk_9,54,30,28
monk_9,212,146,122
monk_9,211,149,128
monk_9,1,0,0
monk_9,210,201,194
monk_9,194,183,177
monk_9,216,207,200
monk_9,156,137,139
monk_9,183,192,191
monk_9,223,240,250
monk_9,164,167,160
monk_9,21,11,9
monk_9,194,185,178
monk_9,182,169,161
monk_9,201,191,182
monk_9,98,79,73
monk_9,195,185,176
monk_9,185,172,164
monk_9,195,182,173
monk_9,121,77,64
monk_9,185,196,200
monk_9,218,235,245
monk_9,171,170,165
monk_9,0,0,0
monk_9,69,44,40
monk_9,175,104,82
monk_9,210,144,120
monk_9,63,35,31
monk_9,215,154,136
monk_9,215,154,136
monk_9,223,170,152
monk_9,112,74,71
monk_9,201,187,178
monk_9,196,179,171
monk_9,216,201,194
monk_9,77,63,62
monk_9,236,228,217
monk_9,224,210,201
monk_9,241,232,225
monk_9,205,249,255
monk_9,203,187,174
monk_9,189,173,160
monk_9,203,185,171
monk_9,78,51,40
monk_9,201,182,165
monk_9,189,168,149
monk_9,187,166,147
monk_9,83,59,49
monk_9,204,190,181
monk_9,184,170,161
monk_9,211,197,186
monk_9,72,44,33
monk_9,210,196,187
monk_9,196,179,171
monk_9,219,205,194
monk_9,65,54,52
monk_9,59,47,49
monk_9,187,174,166
monk_9,196,183,174
monk_9,126,111,104
monk_9,205,196,191
monk_9,199,192,186
monk_9,217,210,202
monk_9,87,57,47
monk_9,211,197,186
monk_9,197,180,172
monk_9,224,210,201
monk_9,114,93,88
monk_9,62,28,18
monk_9,206,140,118
monk_9,212,150,127
monk_9,64,36,32
monk_9,68,30,27
monk_9,218,142,116
monk_9,227,153,128
monk_9,0,0,2
monk_9,209,196,190
monk_9,198,181,174
monk_9,211,197,188
monk_9,118,107,103
monk_9,235,225,223
monk_9,231,225,227
monk_9,236,226,224
monk_9,24,14,13
monk_9,29,14,9
monk_9,188,113,81
monk_9,57,28,14
monk_9,29,8,3
monk_9,231,221,219
monk_9,216,199,192
monk_9,239,231,228
monk_9,11,10,15
monk_9,234,224,222
monk_9,220,210,208
monk_9,243,234,229
monk_9,149,152,161
monk_9,237,229,226
monk_9,218,200,188
monk_9,239,231,229
monk_9,140,101,102
monk_9,246,241,238
monk_9,98,91,99
monk_9,252,248,245
monk_9,78,63,60
monk_9,153,138,141
monk_9,192,156,130
monk_9,199,191,178
monk_9,6,7,12
monk_9,248,239,240
monk_9,245,239,239
monk_9,253,249,246
monk_9,132,115,95
monk_9,234,224,223
monk_9,230,224,224
monk_9,238,228,226
monk_9,86,52,50
monk_9,217,212,193
monk_9,200,184,168
monk_9,211,205,193
monk_9,59,74,93
monk_9,18,8,7
monk_9,187,118,87
monk_9,33,12,7
monk_9,25,9,9
monk_9,8,3,9
monk_9,191,121,96
monk_9,38,13,6
monk_9,38,10,9
monk_9,8,10,22
monk_9,205,178,157
monk_9,217,209,196
monk_9,36,32,33
monk_9,47,23,23
monk_9,187,126,107
monk_9,190,133,113
monk_9,7,6,12
monk_9,233,223,222
monk_9,225,207,193
monk_9,241,236,233
monk_9,143,115,127
monk_9,244,239,235
monk_9,242,239,234
monk_9,253,249,246
monk_9,105,83,72
monk_9,233,225,223
monk_9,220,210,209
monk_9,242,234,231
monk_9,77,64,71
monk_9,246,241,237
monk_9,243,239,238
monk_9,253,249,246
monk_9,102,81,76
monk_9,247,242,239
monk_9,241,237,236
monk_9,251,248,243
monk_9,119,76,60
monk_9,11,9,22
monk_9,181,131,122
monk_9,46,31,26
monk_9,46,22,18
monk_9,132,128,129
monk_9,220,208,194
monk_9,212,204,191
monk_9,46,55,72
monk_9,245,239,239
monk_9,244,240,239
monk_9,253,249,246
monk_9,84,64,63
monk_9,232,224,222
monk_9,222,214,211
monk_9,241,232,227
monk_9,51,33,29
monk_9,246,241,238
monk_9,245,241,242
monk_9,250,249,245
monk_9,112,71,53
monk_9,235,225,224
monk_9,220,210,208
monk_9,239,234,230
monk_9,73,58,55
monk_9,233,222,218
monk_9,226,216,214
monk_9,234,225,218
monk_9,8,8,8
monk_9,230,225,222
monk_9,217,204,196
monk_9,238,233,230
monk_9,36,25,21
monk_9,225,219,207
monk_9,219,211,200
monk_9,213,209,197
monk_9,113,110,101
monk_9,27,13,12
monk_9,190,128,107
monk_9,188,132,109
monk_9,12,8,7
monk_9,38,44,68
monk_9,211,198,181
monk_9,214,206,193
monk_9,45,57,73
monk_9,242,237,234
monk_9,239,235,232
monk_9,254,250,247
monk_9,113,93,84
monk_9,244,240,237
monk_9,243,239,236
monk_9,253,249,246
monk_9,81,54,47
monk_9,232,223,218
monk_9,216,199,189
monk_9,236,227,222
monk_9,167,162,166
monk_9,240,235,231
monk_9,237,233,232
monk_9,254,251,246
monk_9,73,54,47
monk_9,235,227,224
monk_9,217,203,192
monk_9,243,235,233
monk_9,5,5,5
monk_9,245,240,236
monk_9,239,234,231
monk_9,253,249,246
monk_9,156,121,125
monk_9,52,22,20
monk_9,192,120,95
monk_9,192,125,98
monk_9,11,9,14
monk_9,231,223,221
monk_9,215,204,202
monk_9,231,223,220
monk_9,18,19,23
monk_9,153,183,235
monk_9,209,191,171
monk_9,216,208,197
monk_9,8,13,17
monk_9,157,159,182
monk_9,195,168,147
monk_9,217,211,199
monk_9,41,35,37
monk_9,25,12,19
monk_9,120,73,55
monk_9,200,127,94
monk_9,48,18,16
monk_9,242,238,235
monk_9,242,238,235
monk_9,252,248,245
monk_9,122,106,117
monk_9,244,239,236
monk_9,242,238,235
monk_9,252,248,245
monk_9,111,90,87
monk_9,138,140,155
monk_9,186,158,137
monk_9,212,206,194
monk_9,48,61,78
monk_9,65,27,18
monk_9,198,119,80
monk_9,211,133,94
monk_9,39,12,5
monk_9,250,245,241
monk_9,242,236,236
monk_9,248,247,243
monk_9,104,74,66
monk_9,59,64,86
monk_9,186,155,134
monk_9,215,207,194
monk_9,11,18,24
monk_9,22,11,17
monk_9,189,115,86
monk_9,36,18,14
monk_9,23,8,11
monk_9,233,224,225
monk_9,217,207,206
monk_9,235,227,225
monk_9,100,101,119
monk_9,33,47,82
monk_9,218,206,194
monk_9,206,200,188
monk_9,25,37,51
monk_9,232,224,222
monk_9,235,225,223
monk_9,250,243,237
monk_9,12,6,6
monk_9,232,223,218
monk_9,213,199,190
monk_9,233,223,221
monk_9,37,31,31
monk_9,242,239,234
monk_9,244,240,237
monk_9,248,247,243
monk_9,114,75,60
monk_9,247,242,239
monk_9,245,241,238
monk_9,254,250,247
monk_9,194,146,124
monk_9,247,242,238
monk_9,230,220,221
monk_9,250,247,242
monk_9,141,102,95
monk_9,247,239,236
monk_9,84,74,83
monk_9,253,250,245
monk_9,129,92,83
monk_9,234,224,222
monk_9,219,208,206
monk_9,243,235,232
monk_9,68,54,54
monk_9,66,29,20
monk_9,194,119,88
monk_9,201,130,98
monk_9,6,6,6
monk_9,90,62,51
monk_9,189,126,108
monk_9,194,133,112
monk_9,7,5,6
monk_9,247,242,239
monk_9,245,239,239
monk_9,252,249,244
monk_9,162,126,110
monk_9,137,138,143
monk_9,220,210,198
monk_9,213,205,194
monk_9,49,61,77
monk_9,244,239,236
monk_9,244,240,239
monk_9,251,248,243
monk_9,115,86,78
monk_9,231,222,223
monk_9,218,208,207
monk_9,237,229,226
monk_9,79,66,75
monk_9,64,39,35
monk_9,186,130,117
monk_9,193,142,125
monk_9,23,13,12
monk_10,232,222,213
monk_10,217,189,167
monk_10,245,238,232
monk_10,48,31,23
monk_10,203,125,77
monk_10,221,139,89
monk_10,215,139,90
monk_10,4,3,1
monk_10,201,126,86
monk_10,200,125,85
monk_10,206,131,91
monk_10,118,75,56
monk_10,203,126,80
monk_10,212,135,89
monk_10,217,143,98
monk_10,41,22,8
monk_10,246,236,227
monk_10,243,230,221
monk_10,250,241,232
monk_10,105,75,64
monk_10,243,234,227
monk_10,242,233,226
monk_10,254,249,243
monk_10,126,98,86
monk_10,237,222,215
monk_10,219,192,171
monk_10,243,236,230
monk_10,66,42,30
monk_10,246,236,226
monk_10,241,231,221
monk_10,252,248,239
monk_10,231,231,231
monk_10,236,226,216
monk_10,237,227,218
monk_10,249,242,234
monk_10,126,97,83
monk_10,178,146,133
monk_10,206,196,194
monk_10,110,111,77
monk_10,16,12,9
monk_10,202,197,191
monk_10,209,199,197
monk_10,200,172,158
monk_10,19,16,11
monk_10,179,175,172
monk_10,218,226,228
monk_10,170,167,162
monk_10,7,5,6
monk_10,197,121,85
monk_10,188,116,78
monk_10,205,131,96
monk_10,39,16,10
monk_10,174,171,164
monk_10,214,224,226
monk_10,162,157,151
monk_10,46,38,36
monk_10,227,210,200
monk_10,214,182,157
monk_10,234,224,215
monk_10,154,162,173
monk_10,15,9,9
monk_10,208,200,197
monk_10,64,52,52
monk_10,12,8,7
monk_10,32,28,29
monk_10,191,183,180
monk_10,46,54,33
monk_10,18,14,13
monk_10,239,229,219
monk_10,233,223,213
monk_10,249,242,234
monk_10,229,219,209
monk_10,242,232,222
monk_10,240,227,218
monk_10,251,242,233
monk_10,8,0,0
monk_10,197,120,74
monk_10,203,125,79
monk_10,204,127,81
monk_10,99,58,38
monk_10,241,232,223
monk_10,241,232,223
monk_10,251,244,236
monk_10,219,214,220
monk_10,174,171,164
monk_10,235,240,243
monk_10,167,164,157
monk_10,156,166,165
monk_10,241,231,222
monk_10,237,227,218
monk_10,252,243,236
monk_10,136,105,87
monk_10,235,222,213
monk_10,215,187,166
monk_10,242,233,228
monk_10,26,9,2
monk_10,198,120,74
monk_10,205,127,79
monk_10,203,126,80
monk_10,91,48,31
monk_10,12,12,12
monk_10,221,191,165
monk_10,246,237,230
monk_10,153,133,126
monk_10,241,232,225
monk_10,237,228,219
monk_10,249,242,234
monk_10,128,119,124
monk_10,194,186,183
monk_10,191,182,177
monk_10,176,150,137
monk_10,12,8,7
monk_10,238,228,218
monk_10,238,228,219
monk_10,251,244,236
monk_10,122,89,82
monk_10,176,177,169
monk_10,207,215,217
monk_10,169,166,159
monk_10,17,11,13
monk_10,222,206,193
monk_10,214,188,165
monk_10,239,229,220
monk_10,36,12,0
monk_10,189,190,184
monk_10,167,172,175
monk_10,166,163,156
monk_10,12,8,7
monk_10,241,227,214
monk_10,236,224,212
monk_10,251,242,233
monk_10,166,135,117
monk_10,206,129,87
monk_10,211,134,90
monk_10,208,130,91
monk_10,82,42,32
monk_10,212,134,88
monk_10,208,130,82
monk_10,223,145,97
monk_10,202,138,113
monk_10,79,75,76
monk_10,158,178,203
monk_10,234,225,218
monk_10,61,43,33
monk_10,173,170,165
monk_10,222,230,232
monk_10,164,159,153
monk_10,53,52,50
monk_10,206,128,89
monk_10,208,130,84
monk_10,216,137,94
monk_10,36,8,5
monk_10,179,176,171
monk_10,227,235,238
monk_10,169,166,159
monk_10,49,48,46
monk_10,241,231,222
monk_10,236,226,217
monk_10,252,245,237
monk_10,106,69,60
monk_10,170,165,159
monk_10,221,229,231
monk_10,173,168,162
monk_10,168,170,169
monk_10,165,162,153
monk_10,208,216,218
monk_10,165,162,155
monk_10,31,25,25
monk_10,195,186,181
monk_10,193,184,179
monk_10,193,164,148
monk_10,12,11,9
monk_10,226,205,188
monk_10,220,194,171
monk_10,241,231,221
monk_10,60,32,20
monk_10,177,178,172
monk_10,210,220,222
monk_10,165,162,155
monk_10,129,130,124
monk_10,222,197,177
monk_10,211,186,164
monk_10,242,231,225
monk_10,69,42,25
monk_10,235,223,211
monk_10,143,151,170
monk_10,247,238,229
monk_10,130,88,66
monk_10,190,173,165
monk_10,23,14,9
monk_10,244,234,224
monk_10,103,62,40
monk_10,198,128,92
monk_10,206,137,98
monk_10,206,137,104
monk_10,50,25,18
monk_10,226,207,192
monk_10,220,194,171
monk_10,243,233,224
monk_10,81,49,34
monk_10,195,188,180
monk_10,190,181,176
monk_10,172,144,132
monk_10,7,7,7
monk_10,207,200,194
monk_10,206,195,191
monk_10,217,213,214
monk_10,15,11,8
monk_10,240,231,226
monk_10,238,229,224
monk_10,250,245,239
monk_10,132,107,102
monk_10,238,225,216
monk_10,219,189,165
monk_10,216,204,192
monk_10,67,43,31
monk_10,215,149,123
monk_10,211,144,117
monk_10,217,156,128
monk_10,177,119,99
monk_10,232,214,202
monk_10,217,190,171
monk_10,243,230,221
monk_10,164,158,162
monk_10,238,229,220
monk_10,237,228,221
monk_10,249,244,238
monk_10,99,57,43
monk_10,1,0,0
monk_10,205,210,213
monk_10,172,167,161
monk_10,24,18,18
monk_10,239,225,214
monk_10,219,189,165
monk_10,248,238,229
monk_10,7,5,6
monk_10,200,123,71
monk_10,206,130,81
monk_10,212,138,93
monk_10,26,10,10
monk_10,204,123,76
monk_10,205,127,78
monk_10,219,138,91
monk_10,95,43,22
monk_10,232,219,210
monk_10,210,182,161
monk_10,239,232,226
monk_10,60,36,26
monk_10,173,174,168
monk_10,210,220,221
monk_10,168,165,158
monk_10,35,23,23
monk_10,56,42,39
monk_10,180,162,148
monk_10,233,223,214
monk_10,199,166,159
monk_10,193,188,182
monk_10,193,185,182
monk_10,177,149,135
monk_10,37,33,32
monk_10,203,121,71
monk_10,212,132,81
monk_10,215,137,88
monk_10,17,6,2
monk_10,224,208,195
monk_10,217,190,169
monk_10,242,229,220
monk_10,119,91,80
monk_10,202,125,83
monk_10,196,123,82
monk_10,213,141,101
monk_10,56,27,13
monk_10,181,180,175
monk_10,212,222,224
monk_10,169,166,159
monk_10,37,28,29
monk_10,241,232,225
monk_10,236,229,221
monk_10,250,245,239
monk_10,128,99,85
monk_10,194,116,68
monk_10,198,122,73
monk_10,203,126,82
monk_10,58,26,15
monk_10,234,225,220
monk_10,219,197,183
monk_10,45,34,30
monk_10,88,77,75
monk_10,174,173,168
monk_10,210,218,221
monk_10,170,167,160
monk_10,29,20,21
monk_10,170,165,159
monk_10,212,220,222
monk_10,166,161,155
monk_10,33,25,23
monk_10,243,231,219
monk_10,241,228,219
monk_10,249,240,231
monk_10,205,195,186
monk_10,220,206,195
monk_10,211,180,152
monk_10,235,222,213
monk_10,114,75,58
monk_10,240,231,222
monk_10,239,230,223
monk_10,250,245,239
monk_10,86,81,78
monk_10,151,128,122
monk_10,72,67,64
monk_10,231,223,220
monk_10,56,32,28
monk_10,216,190,167
monk_10,213,185,161
monk_10,237,225,213
monk_10,108,97,93
monk_10,246,236,226
monk_10,239,229,219
monk_10,252,248,239
monk_10,75,56,49
monk_10,169,166,159
monk_10,212,220,222
monk_10,163,158,152
monk_10,42,30,30
monk_10,50,25,21
monk_10,126,79,49
monk_10,214,138,89
monk_10,47,26,25
monk_10,242,232,222
monk_10,240,230,221
monk_10,249,242,234
monk_10,136,110,95
monk_10,192,121,75
monk_10,203,129,82
monk_10,197,124,81
monk_10,71,38,21
monk_10,206,130,81
monk_10,214,136,88
monk_10,220,143,97
monk_10,80,44,20
monk_10,240,228,216
monk_10,235,225,215
monk_10,251,242,233
monk_10,74,51,43
monk_10,174,175,169
monk_10,211,221,223
monk_10,166,163,156
monk_10,12,8,9
monk_10,228,214,205
monk_10,214,187,168
monk_10,240,230,221
monk_10,122,90,75
monk_10,240,231,224
monk_10,237,228,219
monk_10,250,243,235
monk_10,134,110,110
monk_10,185,182,175
monk_10,217,225,228
monk_10,165,160,154
monk_10,41,31,32
monk_10,241,232,223
monk_10,240,231,222
monk_10,250,243,235
monk_10,162,152,153
monk_10,248,239,230
monk_10,245,235,226
monk_10,249,245,236
monk_10,206,207,209
monk_10,170,169,164
monk_10,211,221,223
monk_10,164,161,154
monk_10,43,35,33
monk_10,239,229,219
monk_10,238,228,219
monk_10,252,243,236
monk_10,142,109,90
monk_10,240,231,224
monk_10,241,232,225
monk_10,250,242,239
monk_10,90,73,65
monk_10,193,188,182
monk_10,191,182,177
monk_10,180,152,140
monk_10,27,23,22
monk_10,200,122,83
monk_10,201,124,80
monk_10,207,130,88
monk_10,1,0,0
monk_10,194,121,86
monk_10,175,114,86
monk_10,203,130,95
monk_10,35,15,8
monk_10,189,184,178
monk_10,193,184,179
monk_10,179,149,138
monk_10,19,14,11
monk_10,170,167,160
monk_10,222,230,233
monk_10,164,159,153
monk_10,0,0,0
monk_10,196,122,85
monk_10,197,123,84
monk_10,198,125,90
monk_10,51,22,14
monk_10,235,225,215
monk_10,235,225,216
monk_10,251,244,238
monk_10,128,85,69
monk_10,217,204,196
monk_10,195,169,152
monk_10,230,219,213
monk_10,146,85,57
monk_10,246,236,226
monk_10,243,233,223
monk_10,252,245,235
monk_10,228,232,235
monk_10,206,125,78
monk_10,209,129,80
monk_10,215,137,91
monk_10,134,70,42
monk_10,168,168,160
monk_10,204,214,216
monk_10,170,167,160
monk_10,167,173,173
monk_10,217,200,190
monk_10,170,196,229
monk_10,236,227,220
monk_10,66,40,27
monk_10,246,236,226
monk_10,243,233,223
monk_10,253,249,240
monk_10,189,180,171
monk_10,206,129,87
monk_10,212,135,93
monk_10,221,143,104
monk_10,116,71,50
monk_10,64,54,52
monk_10,116,108,106
monk_10,239,230,221
monk_10,224,180,145
monk_10,246,236,226
monk_10,245,235,226
monk_10,253,249,240
monk_10,193,180,172
